5PS1767 ,2,,13PS2270 ,2,,68PS2746 ,1
9PS1767 ,1,,15PS2270 ,3,,4PS2760 ,4
62P1898 ,1,,2PS2274 ,1,,217PS2987 ,99
71P1921 ,2,,,3,,242PS2987 ,2
79P1921 ,10,,66P2350 ,3,,010PS2988 ,3
54P1924 ,1,,51P2362 ,1,,158PS2988 ,4
61P1924 ,2,,57P2362 ,1,,210PS2988 ,99
66FR1930 ,4,,66P2362 ,3,,212PS2988 ,99
2PS1936 ,4,,AL2365 ,1,,213PS2988 ,99
13PS1939 ,1,,69P2410 ,2,,214PS2988 ,99
15PS1960 ,1,,113P2410 ,1,,229PS2988 ,99
58P2012 ,1,,133PS2410 ,2,,238PS2988 ,99
64P2012 ,18,,149P2410 ,1,,252PS2988 ,3
122P2026 ,4,,54PS2413 ,6,,259PS2988 ,2
59P2028 ,1,,51PS2415 ,6,,267PS2988 ,6
,,"LC VOUGHT, CHICAGO PNEUMATIC COMPRESSOR LIST, PAGE 2 ",,,,,
,,CHICAGO PNEUMATIC COMPRESSORS ,,,,,
Part Number ,Qty ,,Part Number,Qty ,,Part Number ,Qty 
277PS2988 ,6,,69PS3902 ,99,,64PS4679 ,15
448PS2988 ,5,,53PS4130 ,3,,1PS4691 ,1
450PS2988 ,4,,73PS4145 ,6,,1PS4759 ,1
452PS2988 ,2,,75PS4145 ,5,,6UPS4774 ,2
453PS2988 ,1,,82PS4145 ,3,,8UPS4774 ,1
456PS2988 ,19,,99PS4145 ,2,,1PS4775 ,2
457PS2988 ,2,,125PS4145 ,8,,3PS4775 ,2
55PS2996 ,8,,5PS4149 ,1,,1PS4818 ,2
56PS2996 ,4,,52PS4185 ,2,,2PS4820 ,50
57PS2996 ,4,,52PS4186 ,2,,1PS4831 ,3
58PS2996 ,4,,61PS4186 ,2,,1PS4832 ,6
1PS3026 ,1,,13PS4190 ,1,,1PS5056 ,2
80PS3026 ,1,,A39PS4194 ,3,,2PS5057 ,1
6PS3073 ,11,,A43PS4194 ,9,,3PS5057 ,8
9PS3074 ,3,,A49PS4194 ,2,,1PS5117 ,1
6PS3075 ,16,,A60PS4194 ,5,,50PS5261 ,1
75PS3116 ,47,,70PS4212 ,13,,85273,4
53PS3127 ,2,,2PS4297 ,3,,45345,1
74PS3127 ,2,,8PS4338 ,10,,63PS5378 ,1
5PS3340 ,3,,9PS4338 ,1,,1PS5390 ,2
54PS3346 ,1,,34PS4416 ,1,,1PS5488 ,2
68PS3346 ,2,,7PS4488 ,1,,1PS5465 ,2
52PS3367 ,1,,9PS4503 ,17,,1PS5511 ,1
54PS3369 ,5,,9PS4504 ,4,,20-6498 ,2
58PS3369 ,1,,80PS4507 ,2,,34-6498 ,4
8PS3381 ,3,,2PS4535 ,2,,43-7831 ,1
PS3454 ,2,,11PS4538 ,7,,47-7831 ,5
54PS3454 ,16,,12PS4538 ,8,,8021,1
64PS3454 ,1,,11PS4543 ,4,,Feb-49 ,2
170PS3454 ,3,,21PS4547 ,1,,Apr-43 ,1
183PS3454 ,4,,64PS4553 ,2,,Mar-82 ,1
3PS3501 ,1,,53PS4571 ,1,,Jan-47 ,48
1PS3502 ,26,,14PS4640 ,1,,Jan-49 ,48
1PS3512 ,1,,23PS4640 ,1,,Jan-85 ,6
92PS3566 ,11,,34PS4640 ,3,,Jan-95 ,1
266PS3604 ,6,,20PS4641 ,1,,Jan-17 ,5
2PS3621 ,4,,20PS4642 ,12,,Feb-22 ,2
3PS3621 ,6,,2PS4649 ,2,,Jan-12 ,2
W3855 ,3,,1PS4678 ,1,,Jan-02 ,2
1PS3893 ,4,,2PS4679 ,3,,Feb-67 ,99
1PS3898 ,1,,61PS4679 ,42,,18-10371 ,2
,,"LC VOUGHT, CHICAGO PNEUMATIC COMPRESSOR LIST, PAGE 3 ",,,,,
,,CHICAGO PNEUMATIC COMPRESSORS ,,,,,
Part Number ,Qty ,,Part Number,Qty ,,Part Number ,Qty 
1-10427 ,4,,1-14975 ,3,,1-18850 ,1
2-10427 ,4,,1-15131 ,1,,2-18901 ,99
1-11622 ,6,,1-15172 ,4,,1-18964 ,2
1-11623 ,4,,1-15392 ,99,,1-19035 ,2
1-11624 ,9,,1-15402 ,1,,7-19131 ,1
2-11624 ,5,,1-15404 ,4,,9-19131 ,1
1-11686 ,11,,2-15512 ,1,,1-19135 ,3
25-12094 ,1,,2-15603 ,27,,1-19136 ,1
41-12094 ,6,,2-15857 ,1,,1-19150 ,1
9-12157 ,60,,1-15867 ,18,,1-19185 ,2
27-12157 ,2,,1-15891 ,4,,1-19275 ,2
1-12228 ,4,,1-16082 ,1,,1-19315 ,1
1-12356 ,1,,1-16083 ,2,,1-19319 ,2
3-12445 ,1,,1-16131 ,2,,1-19321 ,1
1-12476 ,1,,2-16220 ,2,,1-19418 ,2
4-12564 ,1,,1-16221 ,62,,1-19421 ,3
4-12565 ,1,,1-16229 ,66,,1-19540 ,5
1-12850 ,1,,2-16230 ,5,,1-19567 ,3
2-12919 ,2,,1-16232 ,12,,1-19568 ,3
2-13030 ,2,,3-16232 ,4,,1-19584 ,4
1-13145 ,2,,1-16495 ,2,,1-19598 ,1
1-13884 ,3,,1-16632 ,13,,2-19601 ,3
3-13884 ,2,,1-17002 ,1,,1-19652 ,1
1-13893 ,1,,1-17011 ,15,,1-19664 ,1
1-14035 ,2,,1-17117 ,3,,3-19735 ,3
1-14037 ,8,,1-17385 ,4,,1-19736 ,3
1-14094 ,1,,1-17390 ,4,,1-19737 ,5
1-14181 ,4,,1-17620 ,99,,1-19739 ,2
1-14431 ,9,,1-17909 ,2,,1-19852 ,2
1-14453 ,8,,3-18082 ,1,,1-19853 ,2
439-14459 ,2,,1-18087 ,5,,1-19855 ,1
702-14459 ,2,,1-18099 ,2,,1-19906 ,11
2-14500 ,2,,1-18291 ,1,,1-19909 ,1
1-14502 ,3,,1-18534 ,2,,1-19910 ,2
1-14511 ,11,,4-18534 ,1,,1-19911 ,3
1-14530 ,3,,1-18579 ,6,,1-19913 ,4
1-14559 ,90,,3-18742 ,2,,1-19914 ,4
2-14589 ,15,,1-18750 ,2,,2-19988 ,1
2-147413 ,1,,1-18752 ,2,,1-01-20009 ,1
1-14716 ,1,,1-18771 ,1,,15-01-,
1-14842 ,3,,1-18828 ,1,,20009X ,2
,,,,,,1-01-20019 ,1
,,"LC VOUGHT, CHICAGO PNEUMATIC COMPRESSOR LIST, PAGE 4 ",,,,,
,,CHICAGO PNEUMATIC COMPRESSORS ,,,
Part Number ,Qty ,Part Number,Qty ,Part Number ,Qty 
16-01-,,1-23743 ,1,1-01-50251 ,10
20019X ,2,1-24466 ,2,1-01-60041 ,85
1-01-20022 ,4,1-24824 ,1,6-01-60042 ,10
1-20062 ,2,1-25179 ,1,1-01-60047 ,6
1-20122 ,14,1-25295 ,1,1-01-60049 ,2
1-20154 ,4,1-25296 ,1,C-61340 ,19
1-20346 ,12,1-25401 ,1,1-01-80008 ,11
1-20399 ,1,2-26483 ,3,C-104082 ,3
1-20402 ,1,1-27380 ,2,C-104092 ,2
1-20404 ,14,120-27658 ,15,C-104097 ,1
1-20407 ,1,1-27799 ,1,C-104098 ,2
3-20450 ,25,1-01-30004 ,8,C-105693 ,9
1-20451 ,1,26-01-30006 ,7,LC-121737 ,1
3-20454 ,10,1-01-30017 ,1,BR-121891 ,2
1-20758 ,1,1-01-30018 ,62,8-123413 ,1
1-20780 ,8,2-01-30018 ,122,TP-124869 ,3
1-20784 ,4,2-01-30019 ,25,1-271479 ,1
1-20943 ,4,13-01-30021 ,2,1-271758 ,26
1-20944 ,3,1-01-30023 ,3,5-271758 ,74
4-21007A ,50,16-01-30043 ,4,9-271758 ,27
A6-21007 ,12,2-01-30069 ,1,13-271758 ,99
12-21007 ,3,1-01-30079 ,36,1-271761 ,10
1-21076 ,1,2-01-30085 ,2,1-271770 ,24
3-21076 ,37,2-01-30126 ,7,1-271774 ,3
SS1-21076 ,12,1-01-30146 ,12,1-271782 ,18
1-21163 ,51,4-01-30170 ,4,1-271786 ,25
1-21173 ,8,2-45701 ,4,1-271791 ,2
5-20-21212 ,40,4-46166 ,4,1-271792 ,11
6-24-21215 ,40,CA48360 ,4,1-271794 ,5
1-21233 ,3,CA48361 ,1,1-271806 ,99
18-21257 ,96,CA48362 ,1,1-271812 ,18
2-21500 ,1,CA48363 ,1,2-271819 ,5
2-21503 ,1,2-01-50020 ,1,37-271819 ,9
1-21640 ,1,2-01-50021 ,4,1-272037 ,1
1-21642 ,2,1-01-50028 ,11,1-272043 ,1
1-21716 ,2,2-01-50028 ,11,5-272101 ,23
1-21743 ,2,3-01-50028 ,11,1-272425 ,1
1-21744 ,4,4-01-50028 ,11,2-273043 ,2
1-21767 ,6,1-01-50048 ,18,1-273111 ,2
3-21845 ,3,3-01-50048 ,18,2-273451 ,4
2-21896 ,1,5-01-50048 ,24,1-273539 ,1
10-22853 ,2,,,,
,,"LC VOUGHT, CHICAGO PNEUMATIC COMPRESSOR LIST, PAGE 5 ",,,
,,CHICAGO PNEUMATIC COMPRESSORS ,,,,
Part Number ,Qty ,,Part Number,Qty ,Part Number ,Qty 
1-274601 ,1,,17-471018 ,1,,
1-274652 ,4,,2-472202 ,1,,
2-274873 ,1,,1-473519 ,1,,
1-275113 ,7,,4-474730 ,16,,
1-275171 ,57,,2-481713 ,1,,
275173,1,,1-481725 ,2,,
1-275176 ,4,,1-481794 ,1,,
4-275195 ,1,,1-481835 ,1,,
1-275402 ,2,,2-481835 ,2,,
1-275422 ,11,,1-484648 ,1,,
2-275540 ,1,,1-485554 ,1,,
1-275713 ,41,,2-491107 ,1,,
1-275725 ,26,,1-491729 ,1,,
25-275745 ,3,,2-491729 ,1,,
26-275745 ,1,,1-491799 ,1,,
76-275745 ,1,,1-491804 ,1,,
78-275745 ,1,,1-491805 ,1,,
1-276350 ,2,,1-492241 ,1,,
1-276449 ,1,,1-493908 ,1,,
2-276527 ,1,,4-496867 ,1,,
3-276745 ,6,,5-521119 ,2,,
1-276856 ,2,,1-541137 ,1,,
4-276857 ,1,,62-2752745 ,3,,
1-277154 ,2,,,,,
2-277207 ,1,,,,,
1-352157 ,1,,,,,
1-352221 ,1,,,,,
19-353004 ,11,,,,,
17-450064 ,1,,,,,
22-450064 ,7,,,,,
96-450064 ,3,,,,,
18-450182 ,4,,,,,
4-450337 ,1,,,,,
1-461197 ,5,,,,,
1-461690 ,1,,,,,
1-462181 ,1,,,,,
23-462309 ,7,,,,,
1-463974 ,2,,,,,
4-464245 ,3,,,,,
1-464248-45 ,2,,,,,
2-471016 ,1,,,,,
,,"LC VOUGHT, CHICAGO PNEUMATIC COMPRESSOR LIST, PAGE 6 ",,,,
